Time,Acc
5.526,0.0
5.536,0.0
5.546,0.0
5.556,0.0
5.567,0.0
5.585,0.0
5.587,0.0
5.602,0.0
5.607,0.0
5.617,0.0
5.627,0.0
5.637,0.0
5.647,0.0
5.658,0.0
5.667,0.0
5.685,0.0
5.687,0.0
5.704,0.0
5.707,0.0
5.717,0.0
5.728,0.0
5.737,0.0
