Time,Acc
4.913,0.0
4.924,0.0
4.934,0.0
4.944,0.0
4.954,0.0
4.964,0.0
4.975,0.0
4.986,0.0
5.006,0.0
5.007,0.0
5.014,0.0
5.029,0.0
5.034,0.0
5.044,0.0
5.054,0.0
5.064,0.0
5.085,0.0
5.086,0.0
5.104,0.0
5.105,0.0
5.114,0.0
5.128,0.0
5.135,0.0
5.145,0.0
5.155,0.0
5.165,0.0
5.184,0.0
5.185,0.0
5.201,0.0
5.205,0.0
5.215,0.0
5.227,0.0
5.235,0.0
5.245,0.0
5.255,0.0
5.265,0.0
5.285,0.0
5.285,0.0
5.298,0.0
5.305,0.0
5.316,0.0
5.328,0.0
5.336,0.0
5.346,0.0
5.356,0.0
5.366,0.0
5.385,0.0
5.386,0.0
5.405,0.0
5.406,0.0
5.415,0.0
5.428,0.0
5.436,0.0
5.446,0.0
5.456,0.0
5.466,0.0
5.486,0.0
5.488,0.0
5.503,0.0
5.506,0.0
5.516,0.0
